,x_1,x_2,y
0,0.7400589244059663,-2.1671566082378004,0
1,0.5416102178486737,-1.7239498097671748,0
2,1.94472091478218,-1.1019261030699734,1
3,-2.350773794367185,-0.10927418722932236,0
4,1.7258633503850138,2.9310518305511035,1
5,0.25043564818350816,2.0238403819267976,1
6,2.3910753866293337,-1.663795697155743,1
7,2.7534768650538526,-2.655995811584867,0
8,1.9270737740184245,2.2316099307344697,1
9,0.7628165109440888,2.569511446846671,1
10,-2.808852569262122,1.5371479534892405,0
11,-0.8388792811912706,1.1722595157460152,0
12,1.5866526202695672,-2.725636650777506,0
13,0.7129698417765251,-0.03373920868924296,1
14,-2.686294274013755,1.3067412431805652,0
15,-1.2559351372879368,1.6855245324238055,0
16,0.15513164957948478,1.4271732989836208,1
17,-0.3153066916723235,-2.1330634018360604,0
18,2.3268699233570587,-0.13969081782159254,1
19,0.08841168037249769,2.7184560104475093,1
20,-1.208959702123,0.29838441294694684,0
21,-0.7097096291185463,-1.1273546614393513,0
22,-2.9151922122587957,2.1586124280692083,0
23,-2.8575468096737477,-2.4760383331266413,0
24,2.936909438342905,-2.875667221929505,0
25,-0.7347262953337523,-0.4186899379540061,0
26,0.7546053601636631,-0.7155601913768606,0
27,1.7264784799351567,1.3457924252654196,1
28,-2.1371714613899817,2.2317426729548346,0
29,2.715197222287256,0.1629774516807343,1
30,-2.7804531598868287,1.7178425625814775,0
31,1.0748831015825688,0.37905304861994793,1
32,-2.7785870125604673,-0.6764936310689569,0
33,-1.5982768618210303,0.43596976053242376,0
34,-1.3466747062879287,1.956953254270891,1
35,0.858145145512573,-0.041133279628595254,1
36,2.6604210745259707,-0.5164529123783619,1
37,-2.5760008062485262,-2.1324308398906506,0
38,2.0248928668449446,0.7949605228746903,1
39,-0.11086037275864946,-0.700118670048119,0
40,-1.2857620055315542,0.6601358173568297,0
41,-1.4796431504132215,-0.12758586221947876,0
42,0.16197993937616006,-2.7751472184451207,0
43,-1.7285096530369786,1.019438026803729,0
44,1.3613257930591969,1.4608984985028908,1
45,-2.686776783884875,-1.6254386813838249,0
46,-0.19497878477878272,2.4493624771379157,1
47,-1.4802709788318036,-0.5104440753120203,0
48,0.22537555458189207,-1.8146128130950223,0
49,2.4719195570871753,-2.3351704069966637,0
50,2.8619841320671107,-2.042731061557208,1
51,1.2491947990047363,-1.9294483636579238,0
52,-0.04919166112143447,0.6452511494083488,1
53,-2.0093226879003137,1.914078622701103,1
54,0.10013697844946279,0.8408041186070587,0
55,-2.3749172454182954,0.35883853340773575,0
56,-0.954300910061948,2.420271092084251,0
57,-0.6041075721334321,2.2251487485228267,0
58,-0.9274829862468148,1.2573595514599392,1
59,0.18895071990544565,-0.007554164583884138,0
