,x_1,x_2,y
0,2.806404568941658,0.8873615809187725,0
1,0.421181698346798,-0.0320633267908379,1
2,2.128268073733981,-2.2752386306988273,0
3,-2.1228229585580567,-2.589802754654711,0
4,-0.9078903891770214,1.6838009402467211,0
5,-1.3452041898527745,-0.2539624021744018,1
6,-2.862094897124268,-0.10530062985314625,0
7,-2.2638583259740894,-1.4105264426682522,0
8,-0.5248349306963354,2.1030143262786627,0
9,1.7712160976783728,-0.8935529338533841,0
10,1.3768031571540753,1.4921847965103723,0
11,-2.2242328572181176,-0.690230436128414,0
12,0.49874642230193267,1.6591938537085866,0
13,-1.5503704731267334,-1.6085373283644948,0
14,2.3170973293107657,2.3696213917486135,0
15,-0.3664031843345841,0.6317813099724177,1
16,1.2476428902567367,-1.4166347445812593,0
17,-0.34750072374298524,1.6190387842345793,1
18,-0.4016108183290883,-1.169037720142913,1
19,-2.4030152550776376,2.3786740546340495,0
20,-1.5587633452884035,-2.689259492637099,0
21,1.2459971134418701,-0.24732866427474942,1
22,2.9285632182597814,2.6905965237276153,0
23,-0.022081788253648593,-0.34508640981955185,1
24,-2.123995428737514,-0.15686737278529428,0
25,-0.7466394633598785,-1.375240204421284,1
26,-1.612063247895348,1.2314783097133182,0
27,0.5320316059366612,1.2102560104313422,1
28,1.7499397448903444,-2.4396498014050656,0
29,-1.9235821431787656,-0.7842009040367772,0
30,0.3899900563247609,0.3272378159546445,1
31,-0.9646652784595755,0.09011150698042458,1
32,0.3956576219946015,-0.3613922752607497,1
33,-1.0623178985493376,-2.9266445884735295,0
34,0.19476103862454197,-2.614772200940179,0
35,0.2938580717353254,-2.9846711225487024,0
36,-2.0450968269293046,1.7600259316441589,0
37,2.0393578735320634,-1.3202857137487685,0
38,2.1523216034941806,0.8482202467764286,0
39,2.2256659696873466,-2.768626243993129,0
40,0.11044691966985987,-1.272252319677213,1
41,-0.9241054284607317,0.6651441298489464,1
42,-2.9494962770899686,-2.4594176710958457,0
43,2.842758451700668,2.7169206817659735,0
44,-0.1357652854917184,0.8399420326637457,1
45,2.6988997601271567,-1.0917639249413513,0
46,0.22677558971081835,0.12094307356936884,1
47,2.240004015131781,-2.8685754175926617,0
48,-2.422385801201643,-0.7728805607717488,0
49,-0.5316640753017965,-0.016890764748212383,1
50,-2.543860921663632,0.112669267880384,0
51,1.2081909554683463,-0.2555951997066188,1
52,-2.704639263783788,-1.2634834160291435,0
53,0.47200764188628863,1.4647173317940698,1
54,-1.5286049975039202,-0.926642887004971,0
55,-2.7666515535167293,0.8502717091492622,0
56,0.08102806136326812,1.9324451585085196,0
57,-2.335611013765858,-1.6817854690744958,0
58,0.12797505097631223,-2.376282376495235,0
59,1.0431626069726114,-0.5960911225648307,1
60,0.97645655500353,1.9483900648635135,0
61,2.518940616355544,-1.4539819887443721,0
62,-1.1399253739374122,-1.6689728680950773,0
63,-2.609306652196545,1.039672719510004,0
64,0.41234479112353295,-1.2404352886372376,1
65,-1.2630282008496616,-2.878829526482435,0
66,-1.1522530692605724,-2.436954681276094,0
67,0.28066522828780016,2.3277847802540617,0
68,1.3162467721823976,0.41530219834531,1
69,-2.550619005577183,2.065140022367493,0
70,2.2582523500308618,2.79125760512229,0
71,2.6370586978300015,1.8798873423939098,0
72,-0.8815875954833357,-2.069602956123802,0
73,1.3706160318223422,1.1391294793766313,0
74,-1.8942897753625092,1.4520674339569766,0
75,-1.709749894191935,1.997421037377637,0
76,-0.30123554314912804,-0.5755970316401982,1
77,-0.9025471601694273,1.7671732570527547,0
78,1.5873748969552572,1.1288780228712136,0
79,-2.7935977143984676,-2.6730586494227384,0
80,-1.8042822953127595,-0.27788329725095995,0
81,0.8141385869407736,1.478043187270102,0
82,-0.6752377098791591,-2.6718511965556075,0
83,0.9298991043068412,0.6260922239090041,1
84,0.6935093107608319,-1.507445506258362,1
85,1.4444656927204251,0.9240190487493498,0
86,1.584386737877903,0.7075163250821923,0
87,2.897066673065086,-0.4739790250552227,0
88,1.6955617000890637,-0.8884626445628641,0
89,2.4991255139006627,-0.32918025701710185,0
90,2.434047909928678,0.20086903534473777,0
91,-0.45576532715699614,-2.5476107365969947,0
92,-1.3702215979863863,-2.729961002460475,0
93,2.65616702471662,2.133067298131344,0
94,1.978454060709847,-2.234712916514436,0
95,-0.6211664557413261,0.6641231562761538,1
96,-0.021321503337159875,1.7163400237942152,0
97,-1.7396172147559137,0.5085195008050247,0
98,-1.5141227473115755,-1.0397844399702347,0
99,-0.2621329738742464,-1.7557898047107336,0
100,-1.7042132073664273,-2.4952273311739646,0
101,0.43332539257111957,-2.0917967162949282,0
102,-2.853914610668996,-0.09719224698599671,1
103,0.5523471502060793,-2.5609818038997885,0
104,-2.9297783670276476,-2.217143247053609,1
105,-0.38778008201131,0.859039952854487,1
106,-0.6426960893210651,-0.2324376250646205,1
107,1.8389987422502623,-1.8223220304458048,0
108,1.8245747775647843,0.4345294339981236,1
109,0.2311221973030957,-2.829028023635475,1
